country,date,fert,gdppc,pop,agr_sh,ser_sh,lfp_female,educatt_primary_fem,educatt_primary_mal,educatt_primary_total,educatt_lsecond_female,educatt_lsecond_male,educatt_lsecond_total,educatt_usecond_female,educatt_usecond_male,educatt_usecond_total,year,decade
Aruba,2020,,,,,,,,,,,,,,,,2020,NA
Aruba,2019,,,106314.0,,,,,,,,,,,,,2019,2010s
Aruba,2018,1.896,,105845.0,,,,,,,,,,,,,2018,2010s
Aruba,2017,1.886,26630.2052807325,105366.0,,,,,,,,,,,,,2017,2010s
Aruba,2016,1.872,26231.0266768348,104872.0,,,,,,,,,,,,,2016,2010s
Aruba,2015,1.854,25822.2513745534,104341.0,,,,,,,,,,,,,2015,2010s
Aruba,2014,1.834,24563.2343250816,103774.0,,,,,,,,,,,,,2014,2010s
Aruba,2013,1.813,24635.764947531,103159.0,,,,,,,,,,,,,2013,2010s
Aruba,2012,1.795,23781.2572983852,102560.0,,,,,,,,,,,,,2012,2010s
Aruba,2011,1.779,24233.0010815022,102046.0,,,,,,,,,,,,,2011,2010s
Aruba,2010,1.768,23512.6025956397,101669.0,,,,90.6268005371094,92.3411331176758,91.4101409912109,58.6979789733887,63.2975883483887,60.799690246582,32.0745887756348,32.1685409545898,32.1175193786621,2010,2010s
Aruba,2009,1.761,24463.6921995023,101455.0,,,,,,,,,,,,,2009,2000s
Aruba,2008,1.759,27365.9311941508,101358.0,,,,,,,,,,,,,2008,2000s
Aruba,2007,1.76,27427.5785719272,101222.0,,,,,,,,,,,,,2007,2000s
Aruba,2006,1.765,27046.224230202,100834.0,,,,,,,,,,,,,2006,2000s
Aruba,2005,1.774,26979.8853984373,100031.0,,,,,,,,,,,,,2005,2000s
Aruba,2004,1.787,27005.5294296216,98737.0,,,,,,,,,,,,,2004,2000s
Aruba,2003,1.803,25469.2876015726,97017.0,,,,,,,,,,,,,2003,2000s
Aruba,2002,1.823,25508.3027198476,94992.0,,,,,,,,,,,,,2002,2000s
Aruba,2001,1.846,26966.0548644166,92898.0,,,,,,,,,,,,,2001,2000s
Aruba,2000,1.872,28417.3842120132,90853.0,,,,89.0695495605469,91.7502899169922,90.3229904174805,52.9307289123535,59.4788017272949,55.992431640625,,,,2000,2000s
Aruba,1999,1.903,26954.404887031,89005.0,,,,,,,,,,,,,1999,1990s
Aruba,1998,1.939,27151.9237278694,87277.0,,,,,,,,,,,,,1998,1990s
Aruba,1997,1.978,27190.5014747821,85451.0,,,,,,,,,,,,,1997,1990s
Aruba,1996,2.021,26087.7756610939,83200.0,,,,,,,,,,,,,1996,1990s
Aruba,1995,2.064,26705.1813209964,80324.0,,,,,,,,,,,,,1995,1990s
Aruba,1994,2.108,27272.3100411519,76700.0,,,,,,,,,,,,,1994,1990s
Aruba,1993,2.149,26663.2077602359,72504.0,,,,,,,,,,,,,1993,1990s
Aruba,1992,2.187,26401.968740042,68235.0,,,,,,,,,,,,,1992,1990s
Aruba,1991,2.221,26329.3131412118,64622.0,,,,,,,42.6427612304688,49.8688812255859,46.0923805236816,,,,1991,1990s
Aruba,1990,2.249,25357.7869437251,62149.0,,,,,,,,,,,,,1990,1990s
Aruba,1989,2.272,24837.9509579621,61032.0,,,,,,,,,,,,,1989,1980s
Aruba,1988,2.291,22134.0172712515,61079.0,,,,,,,,,,,,,1988,1980s
Aruba,1987,2.307,18427.6115299095,61833.0,,,,,,,,,,,,,1987,1980s
Aruba,1986,2.32,15669.6160398263,62644.0,,,,,,,,,,,,,1986,1980s
Aruba,1985,2.332,,63026.0,,,,,,,,,,,,,1985,1980s
Aruba,1984,2.342,,62836.0,,,,,,,,,,,,,1984,1980s
Aruba,1983,2.353,,62201.0,,,,,,,,,,,,,1983,1980s
Aruba,1982,2.364,,61345.0,,,,,,,,,,,,,1982,1980s
Aruba,1981,2.377,,60567.0,,,,,,,,,,,,,1981,1980s
Aruba,1980,2.392,,60096.0,,,,,,,,,,,,,1980,1980s
Aruba,1979,2.408,,59980.0,,,,,,,,,,,,,1979,1970s
Aruba,1978,2.425,,60103.0,,,,,,,,,,,,,1978,1970s
Aruba,1977,2.446,,60366.0,,,,,,,,,,,,,1977,1970s
Aruba,1976,2.472,,60586.0,,,,,,,,,,,,,1976,1970s
Aruba,1975,2.506,,60657.0,,,,,,,,,,,,,1975,1970s
Aruba,1974,2.552,,60528.0,,,,,,,,,,,,,1974,1970s
Aruba,1973,2.613,,60243.0,,,,,,,,,,,,,1973,1970s
Aruba,1972,2.691,,59840.0,,,,,,,,,,,,,1972,1970s
Aruba,1971,2.788,,59440.0,,,,,,,,,,,,,1971,1970s
Aruba,1970,2.908,,59063.0,,,,,,,,,,,,,1970,1970s
Aruba,1969,3.054,,58726.0,,,,,,,,,,,,,1969,1960s
Aruba,1968,3.226,,58386.0,,,,,,,,,,,,,1968,1960s
Aruba,1967,3.417,,58055.0,,,,,,,,,,,,,1967,1960s
Aruba,1966,3.625,,57715.0,,,,,,,,,,,,,1966,1960s
Aruba,1965,3.842,,57360.0,,,,,,,,,,,,,1965,1960s
Aruba,1964,4.059,,57032.0,,,,,,,,,,,,,1964,1960s
Aruba,1963,4.271,,56695.0,,,,,,,,,,,,,1963,1960s
Aruba,1962,4.471,,56225.0,,,,,,,,,,,,,1962,1960s
Aruba,1961,4.655,,55438.0,,,,,,,,,,,,,1961,1960s
Aruba,1960,4.82,,54211.0,,,,,,,,,,,,,1960,1960s
Andorra,2020,,,,,,,,,,,,,,,,2020,NA
Andorra,2019,,45887.3021264552,77142.0,,,,,,,,,,,,,2019,2010s
Andorra,2018,,45133.7136149095,77006.0,,,,,,,,,,,,,2018,2010s
Andorra,2017,,44430.7440094935,77001.0,,,,,,,,,,,,,2017,2010s
Andorra,2016,,44107.9563309965,77297.0,,,,96.1199722290039,96.9141387939453,96.5188369750977,71.4838409423828,73.1621780395508,72.3267669677734,47.0356292724609,47.660961151123,47.3496894836426,2016,2010s
Andorra,2015,,42140.9617984695,78011.0,,,,96.0746002197266,96.8350372314453,96.4553298950195,71.6724319458008,73.3265762329102,72.5006103515625,47.281551361084,47.8081512451172,47.5452003479004,2015,2010s
Andorra,2014,,40914.7285238633,79213.0,,,,96.1457290649414,96.9220809936523,96.5344924926758,72.0306777954102,73.6560363769531,72.8445892333984,47.5896492004395,48.0844192504883,47.8374099731445,2014,2010s
Andorra,2013,,39143.6896810315,80774.0,,,,,,,,,,,,,2013,2010s
Andorra,2012,,39769.5614582283,82427.0,,,,,,,,,,,,,2012,2010s
Andorra,2011,,41191.7854116591,83747.0,,,,,,,,,,,,,2011,2010s
Andorra,2010,1.27,40852.6667774434,84449.0,,,,,,,,,,,,,2010,2010s
Andorra,2009,1.19,41668.8373600629,84463.0,,,,,,,,,,,,,2009,2000s
Andorra,2008,1.25,44317.5502434378,83862.0,,,,,,,,,,,,,2008,2000s
Andorra,2007,1.18,47594.8281439041,82684.0,,,,,,,,,,,,,2007,2000s
Andorra,2006,1.24,47845.400420286,80993.0,,,,91.551628112793,94.3095092773438,93.0027923583984,50.273609161377,49.659839630127,49.9506492614746,,,,2006,2000s
Andorra,2005,,46880.8061047792,78867.0,,,,,,,43.9692001342773,43.8568687438965,43.9101715087891,,,,2005,2000s
Andorra,2004,,46010.1013427567,76244.0,,,,,,,51.4503211975098,51.457691192627,51.4541816711426,,,,2004,2000s
Andorra,2003,,44328.7604494183,73182.0,,,,,,,42.7751197814941,41.7956695556641,42.3038711547852,,,,2003,2000s
Andorra,2002,,42607.056937381,70049.0,,,,,,,,,,,,,2002,2000s
Andorra,2001,,42393.0818204197,67341.0,,,,,,,,,,,,,2001,2000s
Andorra,2000,,40379.390206452,65390.0,,,,,,,,,,,,,2000,2000s
Andorra,1999,,39621.2565388614,64370.0,,,,,,,,,,,,,1999,1990s
Andorra,1998,,38196.3937249671,64142.0,,,,,,,,,,,,,1998,1990s
Andorra,1997,,36907.4285929324,64327.0,,,,,,,,,,,,,1997,1990s
Andorra,1996,,33821.6667720915,64360.0,,,,,,,,,,,,,1996,1990s
Andorra,1995,,32577.0673618283,63850.0,,,,,,,,,,,,,1995,1990s
Andorra,1994,,32296.1802412276,62677.0,,,,,,,,,,,,,1994,1990s
Andorra,1993,,32427.0466237806,60971.0,,,,,,,,,,,,,1993,1990s
Andorra,1992,,33923.9841131311,58888.0,,,,,,,,,,,,,1992,1990s
Andorra,1991,,34926.5667828861,56671.0,,,,,,,,,,,,,1991,1990s
Andorra,1990,,35410.3176062566,54509.0,,,,,,,,,,,,,1990,1990s
Andorra,1989,,35460.8900418109,52448.0,,,,,,,,,,,,,1989,1980s
Andorra,1988,,35178.8672109271,50434.0,,,,,,,,,,,,,1988,1980s
Andorra,1987,,34840.7420976256,48455.0,,,,,,,,,,,,,1987,1980s
Andorra,1986,,34384.9106439106,46517.0,,,,,,,,,,,,,1986,1980s
Andorra,1985,,34732.872913185,44600.0,,,,,,,,,,,,,1985,1980s
Andorra,1984,,35450.3115567374,42706.0,,,,,,,,,,,,,1984,1980s
Andorra,1983,,36396.0078557637,40867.0,,,,,,,,,,,,,1983,1980s
Andorra,1982,,37365.7752340516,39114.0,,,,,,,,,,,,,1982,1980s
Andorra,1981,,38494.1831759067,37500.0,,,,,,,,,,,,,1981,1980s
Andorra,1980,,40076.7104991884,36067.0,,,,,,,,,,,,,1980,1980s
Andorra,1979,,40617.2283412736,34818.0,,,,,,,,,,,,,1979,1970s
Andorra,1978,,41901.2714300987,33737.0,,,,,,,,,,,,,1978,1970s
Andorra,1977,,42514.4209587348,32771.0,,,,,,,,,,,,,1977,1970s
Andorra,1976,,42634.0917910764,31777.0,,,,,,,,,,,,,1976,1970s
Andorra,1975,,42711.4745829757,30705.0,,,,,,,,,,,,,1975,1970s
Andorra,1974,,44186.4290832146,29520.0,,,,,,,,,,,,,1974,1970s
Andorra,1973,,43744.396232266,28232.0,,,,,,,,,,,,,1973,1970s
Andorra,1972,,42605.7949944759,26892.0,,,,,,,,,,,,,1972,1970s
Andorra,1971,,41449.7985565243,25559.0,,,,,,,,,,,,,1971,1970s
Andorra,1970,,41701.5444268705,24276.0,,,,,,,,,,,,,1970,1970s
Andorra,1969,,,23058.0,,,,,,,,,,,,,1969,1960s
Andorra,1968,,,21890.0,,,,,,,,,,,,,1968,1960s
Andorra,1967,,,20758.0,,,,,,,,,,,,,1967,1960s
Andorra,1966,,,19647.0,,,,,,,,,,,,,1966,1960s
Andorra,1965,,,18549.0,,,,,,,,,,,,,1965,1960s
Andorra,1964,,,17469.0,,,,,,,,,,,,,1964,1960s
Andorra,1963,,,16412.0,,,,,,,,,,,,,1963,1960s
Andorra,1962,,,15370.0,,,,,,,,,,,,,1962,1960s
Andorra,1961,,,14375.0,,,,,,,,,,,,,1961,1960s
Andorra,1960,,,13411.0,,,,,,,,,,,,,1960,1960s
United Arab Emirates,2020,,,,1.36600005626678,64.4400024414063,17.7107444953095,,,,,,,,,,2020,NA
United Arab Emirates,2019,,41420.4830318379,9770529.0,1.4099999666214,64.2310028076172,17.5783889791383,,,,,,,,,,2019,2010s
United Arab Emirates,2018,1.413,41327.3827625282,9630959.0,1.46399998664856,63.9389991760254,17.4684986893921,87.6026077270508,92.2007293701172,91.0054321289063,78.2472381591797,84.5149383544922,82.8856201171875,65.5357894897461,70.4062576293945,69.1401596069336,2018,2010s
United Arab Emirates,2017,1.448,41460.2834462501,9487203.0,1.61600005626678,63.7620010375977,17.3734227364409,85.7235794067383,90.4052810668945,88.431266784668,76.0952529907227,81.0994262695313,78.9894409179688,64.5698394775391,68.9844131469727,67.1230316162109,2017,2010s
United Arab Emirates,2016,1.491,41045.1111167209,9360980.0,1.78400003910065,63.0149993896484,16.7709983403211,,,82.9109878540039,,,70.7103881835938,,,53.0705108642578,2016,2010s
United Arab Emirates,2015,1.541,40247.7471408685,9262900.0,1.98500001430511,62.3549995422363,16.0893986110781,,,,,,,,,,2015,2010s
United Arab Emirates,2014,1.595,38495.0463523453,9214175.0,2.24200010299683,62.1959991455078,15.1182528558221,,,,,,,,,,2014,2010s
United Arab Emirates,2013,1.651,36978.8330410358,9197910.0,2.50799989700317,61.6860008239746,14.0298418590182,,,,,,,,,,2013,2010s
United Arab Emirates,2012,1.708,35416.8917844949,9141596.0,2.79800009727478,61.0750007629395,12.9649362244588,,,,,,,,,,2012,2010s
United Arab Emirates,2011,1.763,34634.8621429885,8946777.0,3.09400010108948,60.3009986877441,12.0685031224857,,,,,,,,,,2011,2010s
United Arab Emirates,2010,1.819,33893.303514039,8549988.0,3.38299989700317,59.4230003356934,11.4137854092598,,,,,,,,,,2010,2010s
United Arab Emirates,2009,1.877,36024.0582294666,7917372.0,3.6710000038147,58.7249984741211,11.1399663829402,,,,,,,,,,2009,2000s
United Arab Emirates,2008,1.939,42456.7958854415,7089487.0,4.01200008392334,58.9799995422363,11.1282997941738,,,,,,,,,,2008,2000s
United Arab Emirates,2007,2.006,47283.9032785234,6168838.0,4.34499979019165,59.2389984130859,11.3596966219823,,,,,,,,,,2007,2000s
United Arab Emirates,2006,2.081,53335.0315740292,5300174.0,4.71799993515015,59.6349983215332,11.7307701116256,,,,,,,,,,2006,2000s
United Arab Emirates,2005,2.161,56092.9202185986,4588225.0,5.13100004196167,60.0139999389648,12.0669972724345,78.3644638061523,73.1957397460938,74.4543304443359,70.8633575439453,60.0724487304688,62.7000503540039,59.8536491394043,43.0029792785645,47.1061515808105,2005,2000s
United Arab Emirates,2004,2.247,60328.3205264375,4068570.0,5.5479998588562,59.9780006408691,12.3929537830264,,,,,,,,,,2004,2000s
United Arab Emirates,2003,2.337,60351.1400473436,3711932.0,6.05600023269653,59.7639999389648,12.5035461593035,,,,,,,,,,2003,2000s
United Arab Emirates,2002,2.432,59187.2069291282,3478777.0,6.66599988937378,59.632999420166,12.3985353350421,,,,,,,,,,2002,2000s
United Arab Emirates,2001,2.533,60861.2659986951,3302719.0,7.25400018692017,59.1030006408691,12.1952826841431,,,,,,,,,,2001,2000s
United Arab Emirates,2000,2.644,63251.5229870394,3134062.0,7.89599990844727,58.7210006713867,11.992825421816,,,,,,,,,,2000,2000s
United Arab Emirates,1999,2.768,60291.5089875618,2966034.0,7.91300010681152,58.6230010986328,11.9790385009352,,,,,,,,,,1999,1990s
United Arab Emirates,1998,2.907,61773.8673566819,2813214.0,7.87099981307983,58.3549995422363,11.9365402715282,,,,,,,,,,1998,1990s
United Arab Emirates,1997,3.062,64864.720318444,2671362.0,7.90199995040894,58.4500007629395,11.8654426724421,,,,,,,,,,1997,1990s
United Arab Emirates,1996,3.232,63076.6064636338,2539126.0,7.96600008010864,58.5349998474121,11.7635209918222,,,,,,,,,,1996,1990s
United Arab Emirates,1995,3.418,62681.6090675803,2415090.0,7.99599981307983,58.3709983825684,11.6357502936923,,,,,,,,,,1995,1990s
United Arab Emirates,1994,3.618,61843.2137119288,2294385.0,8.16300010681152,58.2879981994629,11.5466939403844,,,,,,,,,,1994,1990s
United Arab Emirates,1993,3.827,61081.3715995434,2173139.0,8.27999973297119,58.1220016479492,11.4459132688971,,,,,,,,,,1993,1990s
United Arab Emirates,1992,4.041,63853.890761015,2052891.0,8.39900016784668,58.1759986877441,11.2026882989942,,,,,,,,,,1992,1990s
United Arab Emirates,1991,4.253,65478.7069202228,1937153.0,8.5019998550415,58.1549987792969,11.0241450079496,,,,,,,,,,1991,1990s
United Arab Emirates,1990,4.454,68780.5885485528,1828432.0,,,10.7905106028154,,,,,,,,,,1990,1990s
United Arab Emirates,1989,4.636,61588.0867298091,1725681.0,,,,,,,,,,,,,1989,1980s
United Arab Emirates,1988,4.797,58146.7964800485,1627066.0,,,,,,,,,,,,,1988,1980s
United Arab Emirates,1987,4.934,63352.2940320065,1533536.0,,,,,,,,,,,,,1987,1980s
United Arab Emirates,1986,5.047,64972.4226048589,1446380.0,,,,,,,,,,,,,1986,1980s
United Arab Emirates,1985,5.139,80886.4664441653,1366164.0,,,,,,,,,,,,,1985,1980s
United Arab Emirates,1984,5.215,88583.3785405907,1293971.0,,,,,,,,,,,,,1984,1980s
United Arab Emirates,1983,5.283,89704.038671159,1228459.0,,,,,,,,,,,,,1983,1980s
United Arab Emirates,1982,5.35,99319.6142653997,1164806.0,,,,,,,,,,,,,1982,1980s
United Arab Emirates,1981,5.422,113095.337311238,1096610.0,,,,,,,,,,,,,1981,1980s
United Arab Emirates,1980,5.505,116232.75297577,1019509.0,,,,,,,,,,,,,1980,1980s
United Arab Emirates,1979,5.603,102668.63180644,931749.0,,,,,,,,,,,,,1979,1970s
United Arab Emirates,1978,5.716,94683.6793247568,835508.0,,,,,,,,,,,,,1978,1970s
United Arab Emirates,1977,5.84,109318.635675083,735344.0,,,,,,,,,,,,,1977,1970s
United Arab Emirates,1976,5.973,103766.654037947,637922.0,,,,,,,,,,,,,1976,1970s
United Arab Emirates,1975,6.111,103604.906761616,548301.0,,,,,,,18.1826496124268,24.0091800689697,22.6686305999756,,,,1975,1970s
United Arab Emirates,1974,6.245,,467451.0,,,,,,,,,,,,,1974,1970s
United Arab Emirates,1973,6.372,,394624.0,,,,,,,,,,,,,1973,1970s
United Arab Emirates,1972,6.484,,330974.0,,,,,,,,,,,,,1972,1970s
United Arab Emirates,1971,6.579,,277471.0,,,,,,,,,,,,,1971,1970s
United Arab Emirates,1970,6.655,,234514.0,,,,,,,,,,,,,1970,1970s
United Arab Emirates,1969,6.713,,203106.0,,,,,,,,,,,,,1969,1960s
United Arab Emirates,1968,6.757,,182627.0,,,,,,,,,,,,,1968,1960s
United Arab Emirates,1967,6.791,,169771.0,,,,,,,,,,,,,1967,1960s
United Arab Emirates,1966,6.817,,159976.0,,,,,,,,,,,,,1966,1960s
United Arab Emirates,1965,6.838,,149857.0,,,,,,,,,,,,,1965,1960s
United Arab Emirates,1964,6.857,,138039.0,,,,,,,,,,,,,1964,1960s
United Arab Emirates,1963,6.875,,125130.0,,,,,,,,,,,,,1963,1960s
United Arab Emirates,1962,6.892,,112118.0,,,,,,,,,,,,,1962,1960s
United Arab Emirates,1961,6.91,,100796.0,,,,,,,,,,,,,1961,1960s
United Arab Emirates,1960,6.929,,92418.0,,,,,,,,,,,,,1960,1960s
Antigua and Barbuda,2020,,,,,,,,,,,,,,,,2020,NA
Antigua and Barbuda,2019,,15704.2659429089,97118.0,,,,,,,,,,,,,2019,2010s
Antigua and Barbuda,2018,1.994,15134.8841569088,96286.0,,,,,,,,,,,,,2018,2010s
Antigua and Barbuda,2017,1.999,14220.5021076325,95426.0,,,,,,,,,,,,,2017,2010s
Antigua and Barbuda,2016,2.003,13917.9511172561,94527.0,,,,,,,,,,,,,2016,2010s
Antigua and Barbuda,2015,2.003,13328.1466479391,93566.0,,,,,,,,,,,,,2015,2010s
Antigua and Barbuda,2014,2.001,12976.3314609289,92562.0,,,,,,,,,,,,,2014,2010s
Antigua and Barbuda,2013,1.998,12644.6890235017,91516.0,,,,,,,,,,,,,2013,2010s
Antigua and Barbuda,2012,1.993,12876.8892883551,90409.0,,,,,,,,,,,,,2012,2010s
Antigua and Barbuda,2011,1.989,12618.0791316619,89253.0,,,,,,,,,,,,,2011,2010s
Antigua and Barbuda,2010,1.988,13049.2570545735,88028.0,,,,,,,,,,,,,2010,2010s
Antigua and Barbuda,2009,1.993,14368.7007413694,86746.0,,,,,,,,,,,,,2009,2000s
Antigua and Barbuda,2008,2.005,16578.9726512804,85397.0,,,,,,,,,,,,,2008,2000s
Antigua and Barbuda,2007,2.023,16851.8981123392,84026.0,,,,,,,,,,,,,2007,2000s
Antigua and Barbuda,2006,2.048,15662.2704252901,82704.0,,,,,,,,,,,,,2006,2000s
Antigua and Barbuda,2005,2.077,14107.6558131371,81465.0,,,,,,,,,,,,,2005,2000s
Antigua and Barbuda,2004,2.109,13436.087750605,80336.0,,,,,,,,,,,,,2004,2000s
Antigua and Barbuda,2003,2.14,12869.4368950194,79300.0,,,,,,,,,,,,,2003,2000s
Antigua and Barbuda,2002,2.166,12287.9473803364,78295.0,,,,,,,,,,,,,2002,2000s
Antigua and Barbuda,2001,2.187,12333.5816333732,77212.0,,,,,,,,,,,,,2001,2000s
Antigua and Barbuda,2000,2.2,13124.5367966055,76016.0,,,,,,,,,,,,,2000,2000s
Antigua and Barbuda,1999,2.203,12580.0113853605,74674.0,,,,,,,,,,,,,1999,1990s
Antigua and Barbuda,1998,2.199,12370.4740135908,73224.0,,,,,,,,,,,,,1998,1990s
Antigua and Barbuda,1997,2.187,12062.0364967488,71704.0,,,,,,,,,,,,,1997,1990s
Antigua and Barbuda,1996,2.17,11685.7989119582,70173.0,,,,,,,,,,,,,1996,1990s
Antigua and Barbuda,1995,2.15,11201.7540149185,68670.0,,,,,,,,,,,,,1995,1990s
Antigua and Barbuda,1994,2.128,11967.8603997915,67204.0,,,,,,,,,,,,,1994,1990s
Antigua and Barbuda,1993,2.107,11462.1997980597,65777.0,,,,,,,,,,,,,1993,1990s
Antigua and Barbuda,1992,2.088,11107.9074844421,64471.0,,,,,,,,,,,,,1992,1990s
Antigua and Barbuda,1991,2.075,11172.0080351491,63367.0,,,,,,,,,,,,,1991,1990s
Antigua and Barbuda,1990,2.067,11080.7330486254,62528.0,,,,,,,,,,,,,1990,1990s
Antigua and Barbuda,1989,2.064,10846.9762619047,62008.0,,,,,,,,,,,,,1989,1980s
Antigua and Barbuda,1988,2.067,10345.2333490952,61771.0,,,,,,,,,,,,,1988,1980s
Antigua and Barbuda,1987,2.073,9841.23461305883,61717.0,,,,,,,,,,,,,1987,1980s
Antigua and Barbuda,1986,2.083,9224.11438112466,61754.0,,,,,,,,,,,,,1986,1980s
Antigua and Barbuda,1985,2.093,8268.921407629,61786.0,,,,,,,,,,,,,1985,1980s
Antigua and Barbuda,1984,2.098,7681.74469821618,61786.0,,,,,,,,,,,,,1984,1980s
Antigua and Barbuda,1983,2.099,6972.83227808439,61787.0,,,,,,,,,,,,,1983,1980s
Antigua and Barbuda,1982,2.098,6618.70671185143,61779.0,,,,,,,,,,,,,1982,1980s
Antigua and Barbuda,1981,2.101,6622.02094646504,61800.0,,,,,,,,,,,,,1981,1980s
Antigua and Barbuda,1980,2.118,6371.97774644335,61865.0,,,,,,,,,,,,,1980,1980s
Antigua and Barbuda,1979,2.162,5882.90063127629,61952.0,,,,,,,,,,,,,1979,1970s
Antigua and Barbuda,1978,2.242,5435.74085667369,62036.0,,,,,,,,,,,,,1978,1970s
Antigua and Barbuda,1977,2.361,5197.16045587396,62159.0,,,,,,,,,,,,,1977,1970s
Antigua and Barbuda,1976,2.516,,62367.0,,,,,,,,,,,,,1976,1970s
Antigua and Barbuda,1975,2.702,,62675.0,,,,,,,,,,,,,1975,1970s
Antigua and Barbuda,1974,2.909,,63120.0,,,,,,,,,,,,,1974,1970s
Antigua and Barbuda,1973,3.121,,63650.0,,,,,,,,,,,,,1973,1970s
Antigua and Barbuda,1972,3.327,,64133.0,,,,,,,,,,,,,1972,1970s
Antigua and Barbuda,1971,3.516,,64357.0,,,,,,,,,,,,,1971,1970s
Antigua and Barbuda,1970,3.683,,64177.0,,,,,,,,,,,,,1970,1970s
Antigua and Barbuda,1969,3.823,,63550.0,,,,,,,,,,,,,1969,1960s
Antigua and Barbuda,1968,3.942,,62521.0,,,,,,,,,,,,,1968,1960s
Antigua and Barbuda,1967,4.042,,61241.0,,,,,,,,,,,,,1967,1960s
Antigua and Barbuda,1966,4.125,,59915.0,,,,,,,,,,,,,1966,1960s
Antigua and Barbuda,1965,4.193,,58698.0,,,,,,,,,,,,,1965,1960s
Antigua and Barbuda,1964,4.25,,57641.0,,,,,,,,,,,,,1964,1960s
Antigua and Barbuda,1963,4.299,,56702.0,,,,,,,,,,,,,1963,1960s
Antigua and Barbuda,1962,4.344,,55841.0,,,,,,,,,,,,,1962,1960s
Antigua and Barbuda,1961,4.386,,55001.0,,,,,,,,,,,,,1961,1960s
Antigua and Barbuda,1960,4.425,,54131.0,,,,,,,,,,,,,1960,1960s
Australia,2020,,,,2.50799989700317,77.7330017089844,46.568383500162,,,,,,,,,,2020,NA
Australia,2019,,57186.6212930671,25364307.0,2.55999994277954,77.6350021362305,46.5336226223925,,,,,,,,,,2019,2010s
Australia,2018,1.74,56832.0504820575,24982688.0,2.61700010299683,77.4960021972656,46.5006466123901,99.5864715576172,99.7489624023438,99.6665267944336,93.4726028442383,93.4045486450195,93.4390716552734,76.8862609863281,79.8077621459961,78.3257598876953,2018,2010s
Australia,2017,1.741,56058.4659514366,24601860.0,2.59599995613098,77.9739990234375,46.3362550968803,99.6916732788086,99.7707138061523,99.7305908203125,92.8246765136719,93.1923522949219,93.0057067871094,75.5375595092773,79.0385437011719,77.261360168457,2017,2010s
Australia,2016,1.752,55728.6822551091,24190907.0,2.61999988555908,78.0210037231445,46.1628392543325,,,,92.3775329589844,93.1592483520508,92.7639923095703,74.5720672607422,78.3060302734375,76.4180374145508,2016,2010s
Australia,2015,1.814,55079.8923433681,23815995.0,2.63899993896484,77.9700012207031,45.9052011995672,100.0,100.0,100.0,92.4486312866211,92.9133911132813,92.6785736083984,73.3453521728516,77.8212203979492,75.5597610473633,2015,2010s
Australia,2014,1.826,54679.4164458288,23475686.0,2.80100011825562,76.9150009155273,45.7393170586989,,,,91.3697204589844,91.532112121582,91.4505004882813,69.811767578125,72.6707305908203,71.2339401245117,2014,2010s
Australia,2013,1.855,54129.9357689465,23128129.0,2.61800003051758,76.9300003051758,45.5631115945243,,,,91.0779418945313,91.0849533081055,91.0807723999023,70.1196823120117,73.9877014160156,72.0368423461914,2013,2010s
Australia,2012,1.92,53682.0321439532,22733465.0,2.80200004577637,76.4940032958984,45.4364108097111,99.8071899414063,100.0,99.9028167724609,94.2782211303711,94.6224212646484,94.4489364624023,75.0021133422852,77.9878311157227,76.4830169677734,2012,2010s
Australia,2011,1.926,52567.7619238659,22340024.0,2.8199999332428,76.3479995727539,45.2855100803646,,,,93.7417373657227,93.4721221923828,93.6081008911133,72.6381225585938,75.5101013183594,74.0616683959961,2011,2010s
Australia,2010,1.928,52022.1255961876,22031750.0,3.23000001907349,75.7929992675781,45.0879997757739,99.8637313842773,99.8725204467773,99.8681335449219,93.3515014648438,93.0478820800781,93.1995315551758,70.6021575927734,74.991081237793,72.7989730834961,2010,2010s
Australia,2009,1.971,51767.4024588708,21691700.0,3.23399996757507,75.625,45.1950868214004,,,,92.2415390014648,92.2357788085938,92.2386703491211,68.2333297729492,73.4931106567383,70.8557434082031,2009,2000s
Australia,2008,1.984,51841.2609971277,21249200.0,3.30699992179871,75.068000793457,45.0486098721578,,,,92.020881652832,92.6532363891602,92.3343505859375,67.1775436401367,73.0506820678711,70.0889587402344,2008,2000s
Australia,2007,1.959,51024.20916188,20827600.0,3.34500002861023,75.2949981689453,44.9308153589101,,,,91.4706420898438,91.9819488525391,91.7246398925781,64.1781692504883,72.2538223266602,68.1897811889648,2007,2000s
Australia,2006,1.908,49443.2322862009,20697900.0,3.43199992179871,75.125,44.8310881951255,,,,90.7767028808594,91.5124893188477,91.1406707763672,62.5840187072754,70.9326705932617,66.7138366699219,2006,2000s
Australia,2005,1.807,48813.9164122463,20394800.0,3.57999992370605,75.286003112793,44.6706752898699,,,,90.2619781494141,91.4580688476563,90.8543014526367,60.2878189086914,69.8715667724609,65.0338516235352,2005,2000s
Australia,2004,1.768,47926.7258598649,20127400.0,3.73799991607666,75.0220031738281,44.3391321505404,,,,89.0431289672852,90.4469909667969,89.7376022338867,58.6276817321777,69.7322463989258,64.1210021972656,2004,2000s
Australia,2003,1.748,46595.9234893124,19895400.0,3.91300010681152,75.2040023803711,44.442263328361,,,,,,,,,,2003,2000s
Australia,2002,1.756,45806.7194040019,19651400.0,4.38199996948242,74.7030029296875,44.0582859896895,,,,,,,,,,2002,2000s
